geo_id,type,coordinates,highway
22565,Point,"[116.34519029966229, 39.954006675868136]",6
22566,Point,"[116.35213629991856, 39.95464133073679]",6
22567,Point,"[116.35297419963909, 39.95463202584237]",6
22568,Point,"[116.43090727211505, 39.96544738616093]",6
22569,Point,"[116.42719680396841, 39.96529984740566]",6
22570,Point,"[116.42689293509916, 39.96524479363542]",6
22571,Point,"[116.42668464802682, 39.96512085659824]",6
22572,Point,"[116.42504855470933, 39.96508520595839]",6
22573,Point,"[116.42063247373338, 39.963218105353654]",6
22574,Point,"[116.3580480161931, 39.945085673093736]",10
22575,Point,"[116.35788468929968, 39.94513969805408]",10
22576,Point,"[116.35425925189983, 39.953162241857974]",6
22577,Point,"[116.3538704829092, 39.9536068740686]",6
22578,Point,"[116.35503098341997, 39.95317629562819]",6
22579,Point,"[116.35478460909955, 39.9527394475151]",6
22580,Point,"[116.3549052982688, 39.95222363854108]",6
22581,Point,"[116.35529808287725, 39.9518961115875]",11
22582,Point,"[116.35564314532097, 39.9522064242433]",8
22583,Point,"[116.32749894578387, 39.961644002412115]",6
22584,Point,"[116.41850153995296, 39.9601083057908]",8
22585,Point,"[116.41877764820899, 39.959977879589005]",6
22586,Point,"[116.43478015721735, 39.95025161616135]",10
22587,Point,"[116.43464945387883, 39.95021206604572]",10
22588,Point,"[116.43458145952079, 39.950220544875]",10
22589,Point,"[116.43453283745963, 39.950246601913996]",10
22590,Point,"[116.43451526570946, 39.950256922537896]",10
22591,Point,"[116.43424210763918, 39.950456342944584]",10
22592,Point,"[116.43412858613348, 39.95050827390925]",10
22593,Point,"[116.4339948937026, 39.950555926881435]",10
22594,Point,"[116.4338844640824, 39.95059275254224]",10
22595,Point,"[116.43376185082619, 39.95062079092825]",10
22596,Point,"[116.43357662596394, 39.95062099705208]",10
22597,Point,"[116.3427500737261, 39.951491694134404]",6
22598,Point,"[116.34294102489123, 39.950844328968344]",6
22599,Point,"[116.34277232467912, 39.95149573627988]",6
22600,Point,"[116.42452239935825, 39.965293990845296]",6
22601,Point,"[116.42457952048686, 39.963546381326054]",6
22602,Point,"[116.42463795365305, 39.96346893689931]",6
22603,Point,"[116.33067408680236, 39.95873963566785]",6
22604,Point,"[116.33075716958194, 39.957891461190826]",6
22605,Point,"[116.33053619222963, 39.959691809555004]",6
22606,Point,"[116.32969346724587, 39.959637999123636]",6
22607,Point,"[116.42221864585173, 39.95093172481019]",6
22608,Point,"[116.42021124848735, 39.95198978018011]",6
22609,Point,"[116.34283414317285, 39.956876263606475]",6
22610,Point,"[116.34826478803437, 39.95820754111633]",6
22611,Point,"[116.34788962035455, 39.95870957019808]",6
22612,Point,"[116.3479218218782, 39.95815620786744]",8
22613,Point,"[116.34432095251827, 39.95170465812566]",6
22614,Point,"[116.34444396480905, 39.951189268593794]",6
22615,Point,"[116.34391844010685, 39.95167160122025]",6
22616,Point,"[116.34321243129666, 39.9515720690556]",6
22617,Point,"[116.34686020801296, 39.95614896756473]",10
22618,Point,"[116.34669450626437, 39.95668648138763]",10
22619,Point,"[116.3464864169338, 39.95728261853922]",10
22620,Point,"[116.43454686461426, 39.94984446980769]",10
22621,Point,"[116.43471752066563, 39.94999047847176]",10
22622,Point,"[116.43445353813361, 39.95008418658625]",10
22623,Point,"[116.4343595941757, 39.950183398110944]",10
22624,Point,"[116.43416101577219, 39.95034113051144]",10
22625,Point,"[116.43393656838113, 39.95045478853422]",10
22626,Point,"[116.43371660348033, 39.95050543684233]",10
22627,Point,"[116.43348465005559, 39.950528495170325]",10
22628,Point,"[116.3665566288873, 39.95251265594825]",10
22629,Point,"[116.41968126230104, 39.95933173386576]",6
22630,Point,"[116.34496468742692, 39.95396645250851]",6
22631,Point,"[116.35477321211151, 39.952162704945]",6
22632,Point,"[116.35345748020524, 39.9534247364942]",6
22633,Point,"[116.38265712340012, 39.96335855705693]",6
22634,Point,"[116.3828415632262, 39.963467352612795]",6
22635,Point,"[116.3831894976403, 39.965917106714045]",6
22636,Point,"[116.3819764129867, 39.965997344953976]",6
22637,Point,"[116.38159291674602, 39.96355843867496]",6
22638,Point,"[116.3818412104218, 39.96339029825547]",6
22639,Point,"[116.41806823827474, 39.96896473943946]",8
22640,Point,"[116.42428360985524, 39.95027516350907]",6
22641,Point,"[116.4020972134828, 39.96681157606568]",6
22642,Point,"[116.39724819321295, 39.96666377437974]",6
22643,Point,"[116.39679732081375, 39.964907379546204]",6
22644,Point,"[116.3967744993711, 39.96483996525374]",6
22645,Point,"[116.37799109922713, 39.951292266953025]",10
22646,Point,"[116.37830865124448, 39.95131474525987]",10
22647,Point,"[116.33466918777846, 39.9465373028351]",6
22648,Point,"[116.3332032166028, 39.946425691006944]",6
22649,Point,"[116.33314207020926, 39.94637427190607]",6
22650,Point,"[116.33356408460436, 39.94516873254943]",6
22651,Point,"[116.33362188774991, 39.94493653409605]",6
22652,Point,"[116.33367208464851, 39.94479312457441]",6
22653,Point,"[116.33366615235869, 39.944644307349414]",6
22654,Point,"[116.33353081687, 39.944440240137574]",6
22655,Point,"[116.33353471899055, 39.944386045473664]",6
22656,Point,"[116.33341682894805, 39.94422551339236]",6
22657,Point,"[116.33325845661294, 39.94414710704194]",6
22658,Point,"[116.33316153406943, 39.94414122122746]",6
22659,Point,"[116.3330320400344, 39.944159274003354]",6
22660,Point,"[116.33290144480776, 39.944187525089205]",6
22661,Point,"[116.33272193807585, 39.94421828266123]",6
22662,Point,"[116.3325754043824, 39.94422950261359]",6
22663,Point,"[116.33239589180002, 39.944212358359096]",6
22664,Point,"[116.33219272134583, 39.944164067653055]",6
22665,Point,"[116.33197591548826, 39.94408074954529]",6
22666,Point,"[116.33183368159605, 39.94400917462638]",6
22667,Point,"[116.3316304038412, 39.943901281563456]",6
22668,Point,"[116.33137469601428, 39.943709085012415]",6
22669,Point,"[116.33120880362915, 39.943598663510805]",6
22670,Point,"[116.33096493827034, 39.94352569454108]",6
22671,Point,"[116.33062625743354, 39.94345504470033]",6
22672,Point,"[116.33053284251852, 39.94343836562773]",6
22673,Point,"[116.33023495752728, 39.943385394774396]",6
22674,Point,"[116.32967947688459, 39.94324962957184]",6
22675,Point,"[116.32909482023287, 39.943020806213]",6
22676,Point,"[116.32877157037422, 39.942888285459865]",6
22677,Point,"[116.32845784212806, 39.942750283044326]",6
22678,Point,"[116.32792440509577, 39.94251195962747]",6
22679,Point,"[116.39677136338456, 39.96457195308201]",6
22680,Point,"[116.33266777235194, 39.94945478489814]",6
22681,Point,"[116.33230393274586, 39.949393686129476]",6
22682,Point,"[116.33243543768624, 39.948632307919205]",6
22683,Point,"[116.3326166728434, 39.947206098779404]",6
22684,Point,"[116.4288290016024, 39.96219821923197]",6
22685,Point,"[116.42885706172893, 39.96137036125166]",6
22686,Point,"[116.4295081575953, 39.961364366309496]",6
22687,Point,"[116.4296104890769, 39.9594853967481]",6
22688,Point,"[116.43155569140097, 39.96227120871438]",10
22689,Point,"[116.43135283332632, 39.967480921270266]",10
22690,Point,"[116.43128943980884, 39.96842482276101]",10
22691,Point,"[116.43092644425714, 39.96855919082799]",10
22692,Point,"[116.4302602166888, 39.968538640466214]",10
22693,Point,"[116.43020509213433, 39.96857119469495]",10
22694,Point,"[116.4301498734863, 39.968650350732624]",10
22695,Point,"[116.4252104207179, 39.962179072491836]",10
22696,Point,"[116.3577428267881, 39.94614989672702]",10
22697,Point,"[116.35754401014552, 39.94607895537268]",10
22698,Point,"[116.35745051810126, 39.946078595908055]",10
22699,Point,"[116.4289056997115, 39.95430393789934]",6
22700,Point,"[116.42537554470614, 39.95428593839361]",6
22701,Point,"[116.43235900232355, 39.95465717422244]",10
22702,Point,"[116.4323541267827, 39.95479478481325]",10
22703,Point,"[116.43223347124783, 39.95772702780636]",10
22704,Point,"[116.43220434276773, 39.95796666783663]",10
22705,Point,"[116.43204415952974, 39.958691863842674]",10
22706,Point,"[116.43186259189001, 39.95931847690622]",10
22707,Point,"[116.43183833617876, 39.95940240526748]",10
22708,Point,"[116.3382844026732, 39.95156181540992]",6
22709,Point,"[116.3401696631417, 39.9519696236573]",6
22710,Point,"[116.34280741579435, 39.95317396824382]",6
22711,Point,"[116.34288925160384, 39.952780007187236]",6
22712,Point,"[116.3472408800182, 39.95317115571447]",6
22713,Point,"[116.42912492441889, 39.95346720617445]",6
22714,Point,"[116.42669044585836, 39.95341548877965]",6
22715,Point,"[116.33986470130728, 39.95303588531241]",6
22716,Point,"[116.34006427438887, 39.952380639332105]",6
22717,Point,"[116.40242170423346, 39.96681986817281]",6
22718,Point,"[116.35263868873953, 39.95470153094778]",6
22719,Point,"[116.35246353310578, 39.95486642477706]",6
22720,Point,"[116.35246375114767, 39.955005430610676]",6
22721,Point,"[116.35246496792809, 39.955908468148095]",6
22722,Point,"[116.35195210557222, 39.957830325541934]",6
22723,Point,"[116.3791506968845, 39.953468515151535]",6
22724,Point,"[116.37735347677932, 39.95358338953115]",6
22725,Point,"[116.37733243792289, 39.95587555397159]",6
22726,Point,"[116.3780917729168, 39.95625118169964]",6
22727,Point,"[116.37913092267647, 39.95624240118563]",6
22728,Point,"[116.4218396379124, 39.95937128258154]",6
22729,Point,"[116.44387695872206, 39.9072539852464]",1
22730,Point,"[116.44561484372853, 39.90726562856691]",1
22731,Point,"[116.44757946806675, 39.90725916301433]",1
22732,Point,"[116.45365137646502, 39.91931592718525]",6
22733,Point,"[116.45214811295827, 39.91930579649231]",6
22734,Point,"[116.45374050480542, 39.920522505256834]",10
22735,Point,"[116.45356042994298, 39.917933144661816]",10
22736,Point,"[116.45356322723728, 39.91718020725248]",10
22737,Point,"[116.4556407653162, 39.919302498901686]",6
22738,Point,"[116.45670206485272, 39.919300244067166]",6
22739,Point,"[116.45548733500246, 39.94502806018703]",0
22740,Point,"[116.44372646073069, 39.90722411683818]",1
22741,Point,"[116.44221027025331, 39.907183408886304]",1
22742,Point,"[116.44227301145658, 39.906111368527014]",1
22743,Point,"[116.44133142714213, 39.906122347548525]",1
22744,Point,"[116.4577480549622, 39.904323230522465]",10
22745,Point,"[116.45588161878312, 39.90421345842871]",10
22746,Point,"[116.45774844142402, 39.9058013955493]",10
22747,Point,"[116.45774326408355, 39.906657744312135]",10
22748,Point,"[116.46110541019027, 39.90665193101944]",10
22749,Point,"[116.46122124885831, 39.906411564960216]",10
22750,Point,"[116.45835503883677, 39.90066599261531]",6
22751,Point,"[116.45505620519654, 39.900553348396606]",6
22752,Point,"[116.45368997026858, 39.90034962292119]",6
22753,Point,"[116.45332079515849, 39.90032263493505]",6
22754,Point,"[116.4409050031341, 39.94120782660489]",8
22755,Point,"[116.4409141028416, 39.94133971891496]",0
22756,Point,"[116.44086873792992, 39.94251493065094]",0
22757,Point,"[116.46022670167382, 39.90665255375509]",10
22758,Point,"[116.46023123165786, 39.90620092390139]",1
22759,Point,"[116.46023101981744, 39.90610282001061]",1
22760,Point,"[116.46022954282722, 39.90546269478678]",1
22761,Point,"[116.46022858968024, 39.90502227725218]",1
22762,Point,"[116.46022816425614, 39.90481226881532]",1
22763,Point,"[116.46022806104793, 39.90478466780866]",1
22764,Point,"[116.46022774155021, 39.90462376132409]",1
22765,Point,"[116.45152631452085, 39.90582667534644]",10
22766,Point,"[116.45107390001054, 39.90579060981554]",10
22767,Point,"[116.45152027941603, 39.906222504097734]",10
22768,Point,"[116.45151625049644, 39.90670523293776]",10
22769,Point,"[116.45156319991044, 39.907988802339716]",10
22770,Point,"[116.45155764908651, 39.90827002501539]",10
22771,Point,"[116.45180094643601, 39.905814463438816]",10
22772,Point,"[116.45222570818191, 39.90581276676469]",10
22773,Point,"[116.45231508861784, 39.905812498250995]",10
22774,Point,"[116.45597012342323, 39.86901886718284]",10
22775,Point,"[116.4548332375548, 39.86709564068488]",8
22776,Point,"[116.45477299397594, 39.867106260569834]",8
22777,Point,"[116.4541069122347, 39.86722377711555]",8
22778,Point,"[116.4515522767746, 39.90838554007007]",10
22779,Point,"[116.4579265775496, 39.90831893445361]",12
22780,Point,"[116.44520880508075, 39.88762438011715]",6
22781,Point,"[116.44784936859412, 39.887613197972655]",6
22782,Point,"[116.44509913524757, 39.888408593669084]",10
22783,Point,"[116.4447583871023, 39.89108056424788]",10
22784,Point,"[116.44471082632016, 39.89139745468296]",10
22785,Point,"[116.4447623647954, 39.89175678990342]",10
22786,Point,"[116.44811945204272, 39.8985520473988]",6
22787,Point,"[116.44797121862086, 39.89960015024386]",6
22788,Point,"[116.45780576309939, 39.9182297149028]",6
22789,Point,"[116.457836914006, 39.919296495]",6
22790,Point,"[116.460113889765, 39.91824910097155]",6
22791,Point,"[116.46136144962968, 39.91825956869285]",6
22792,Point,"[116.45711554981779, 39.9373289375321]",6
22793,Point,"[116.45787410269942, 39.908970372848536]",6
22794,Point,"[116.45889850021162, 39.908981012437614]",6
22795,Point,"[116.45969289543082, 39.908989211882705]",6
22796,Point,"[116.46060164001209, 39.90899853991704]",6
22797,Point,"[116.46069189897993, 39.90990418213128]",6
22798,Point,"[116.46115016064705, 39.910424598181216]",6
22799,Point,"[116.46119789500239, 39.91098251722851]",6
22800,Point,"[116.46098911623007, 39.91118348581649]",6
22801,Point,"[116.46028810499223, 39.911198319685376]",6
22802,Point,"[116.46027293206079, 39.91186308156368]",6
22803,Point,"[116.4578974517895, 39.909856962817706]",0
22804,Point,"[116.44452510368421, 39.95338667477565]",10
22805,Point,"[116.44532763688206, 39.953477699402235]",6
22806,Point,"[116.44593071920698, 39.95399114130219]",6
22807,Point,"[116.44611465237675, 39.95421254871508]",6
22808,Point,"[116.44611472141564, 39.9547553701431]",6
22809,Point,"[116.44384321395567, 39.90872010196835]",10
22810,Point,"[116.44066397625639, 39.95784133080208]",6
22811,Point,"[116.44013052270745, 39.958295397936524]",6
22812,Point,"[116.44013887846666, 39.95728544626882]",6
22813,Point,"[116.44064334408554, 39.95728733804323]",6
22814,Point,"[116.45784489558451, 39.92010981266479]",6
22815,Point,"[116.45769220613712, 39.91929629706065]",6
22816,Point,"[116.44066283498594, 39.943389458026836]",6
22817,Point,"[116.44007407672582, 39.94379580040399]",6
22818,Point,"[116.44106145960374, 39.95729104294568]",6
22819,Point,"[116.44106592789177, 39.957108629313986]",6
22820,Point,"[116.45857919294784, 39.904359485413394]",10
22821,Point,"[116.45173274033677, 39.90367349530134]",10
22822,Point,"[116.45118609667944, 39.90394942121042]",10
22823,Point,"[116.45774447122929, 39.90673984542544]",10
22824,Point,"[116.45854358195803, 39.90665606285968]",10
22825,Point,"[116.45922958916958, 39.90665470370081]",10
22826,Point,"[116.46574547062293, 39.977974775541234]",10
22827,Point,"[116.465593816608, 39.977855827122085]",10
22828,Point,"[116.46522319541305, 39.97829451290786]",6
22829,Point,"[116.46501305956463, 39.978528712645264]",6
22830,Point,"[116.46497189776804, 39.97864001302893]",6
22831,Point,"[116.46495879744997, 39.979114062781214]",6
22832,Point,"[116.46356692016533, 39.97649676623801]",0
22833,Point,"[116.46094226583588, 39.978257618614045]",0
22834,Point,"[116.46245483126297, 39.97765403265538]",0
22835,Point,"[116.46254539011356, 39.97783313624908]",0
22836,Point,"[116.46255564126737, 39.97847083903366]",0
22837,Point,"[116.46020967280698, 39.97771359704605]",0
22838,Point,"[116.45957221347534, 39.978128391589436]",10
22839,Point,"[116.4576808756367, 39.97939584771824]",10
22840,Point,"[116.4571552373043, 39.97974365243136]",10
22841,Point,"[116.45688667872682, 39.979916612850374]",10
22842,Point,"[116.48544369390503, 39.97749236491825]",8
22843,Point,"[116.48486616999206, 39.975771626515964]",10
22844,Point,"[116.48533071307953, 39.97756498745913]",8
22845,Point,"[116.48015110270069, 39.986241942536616]",8
22846,Point,"[116.47983483973583, 39.98646851391811]",8
22847,Point,"[116.48080809931639, 39.985508614820446]",8
22848,Point,"[116.48091562346254, 39.9855351208986]",9
22849,Point,"[116.48096874234801, 39.98558517713452]",9
22850,Point,"[116.3678305357418, 39.85866472584597]",6
22851,Point,"[116.36829796215044, 39.85865741546067]",6
22852,Point,"[116.3665402107875, 39.85861638998344]",6
22853,Point,"[116.36772137769734, 39.85974192416963]",6
22854,Point,"[116.36860965277705, 39.859786735667164]",6
22855,Point,"[116.43057626871385, 39.86473896288198]",10
22856,Point,"[116.43379536995225, 39.8648380955844]",6
22857,Point,"[116.430618137926, 39.864142889424436]",10
22858,Point,"[116.43062042802144, 39.864088684219276]",10
22859,Point,"[116.43063180131806, 39.86399626803337]",10
22860,Point,"[116.43064276567992, 39.8638294481635]",10
22861,Point,"[116.33761858319318, 39.86245385960427]",6
22862,Point,"[116.33765075802681, 39.86166627783555]",6
22863,Point,"[116.33601119060205, 39.862337779166346]",6
22864,Point,"[116.33758390495271, 39.86325993739318]",6
22865,Point,"[116.33757739945152, 39.863334729039025]",6
22866,Point,"[116.33760827697859, 39.86338979103837]",6
22867,Point,"[116.33763645115455, 39.863467449099545]",6
22868,Point,"[116.33776044248835, 39.86352938935382]",6
22869,Point,"[116.3387776757464, 39.863594934593635]",6
22870,Point,"[116.33904198319621, 39.86362534018677]",6
22871,Point,"[116.44854702748593, 39.89338306762929]",6
22872,Point,"[116.44855057640811, 39.89147037142373]",6
22873,Point,"[116.44852282066947, 39.89132211270395]",6
22874,Point,"[116.44849417172364, 39.89121165729118]",6
22875,Point,"[116.44837931058733, 39.8910410486059]",6
22876,Point,"[116.4482310283952, 39.89090279869051]",6
22877,Point,"[116.44813804487804, 39.890955861689555]",6
22878,Point,"[116.44805513129086, 39.890953904409415]",6
22879,Point,"[116.44792391686681, 39.890882126453135]",6
22880,Point,"[116.44785437245524, 39.89088014556845]",6
22881,Point,"[116.44746903163191, 39.890880802622355]",6
22882,Point,"[116.41126200084562, 39.86220029419387]",6
22883,Point,"[116.40995733490095, 39.86218359744347]",6
22884,Point,"[116.39293765410474, 39.86656951146094]",6
22885,Point,"[116.39298993177145, 39.86529727748171]",6
22886,Point,"[116.39099971021085, 39.866630058341244]",6
22887,Point,"[116.38921521415539, 39.86656837905274]",6
22888,Point,"[116.39457851970378, 39.866536043597144]",6
22889,Point,"[116.39516200550295, 39.86655238646345]",6
22890,Point,"[116.40410817126535, 39.866371176046634]",6
22891,Point,"[116.40411253346561, 39.8652820181361]",6
22892,Point,"[116.4027451875195, 39.866419861630526]",6
22893,Point,"[116.41050768155854, 39.866385091734784]",6
22894,Point,"[116.37426329738626, 39.86743438969536]",11
22895,Point,"[116.37441262356884, 39.867384281817685]",11
22896,Point,"[116.37402993163042, 39.867428583654416]",6
22897,Point,"[116.37344049904159, 39.8674140036058]",6
22898,Point,"[116.37424154651374, 39.86730065413447]",4
22899,Point,"[116.37415120643294, 39.867309036359075]",10
22900,Point,"[116.37409791547893, 39.86724936332428]",10
22901,Point,"[116.37394516445642, 39.8663695155712]",10
22902,Point,"[116.37394933548201, 39.86608890599494]",10
22903,Point,"[116.41218737662388, 39.86692173162835]",6
22904,Point,"[116.39236555635671, 39.863746173355295]",6
22905,Point,"[116.39311804009765, 39.86382188160748]",6
22906,Point,"[116.3911043283788, 39.86371537753705]",6
22907,Point,"[116.38935667876436, 39.86367993619996]",6
22908,Point,"[116.39234194791628, 39.86225067520582]",6
22909,Point,"[116.39225520582991, 39.860880639859715]",6
22910,Point,"[116.38492199274725, 39.85951909955487]",6
22911,Point,"[116.38535066667644, 39.85947540579046]",6
22912,Point,"[116.38569433198866, 39.85937162290105]",6
22913,Point,"[116.38670334998187, 39.85887841889019]",6
22914,Point,"[116.38680004490847, 39.85882950272707]",6
22915,Point,"[116.42675357150736, 39.86239403948898]",6
22916,Point,"[116.42611766465686, 39.86088465862241]",6
22917,Point,"[116.42787891814706, 39.86094312454027]",6
22918,Point,"[116.44675041957514, 39.89958081605598]",6
22919,Point,"[116.44672054230512, 39.90003318645833]",6
22920,Point,"[116.44593204528611, 39.900019387760075]",6
22921,Point,"[116.44682504009685, 39.8986652496818]",6
22922,Point,"[116.44680058891514, 39.897842052834235]",6
22923,Point,"[116.44685935674804, 39.89702701713334]",6
22924,Point,"[116.40730670009572, 39.86199706800405]",6
22925,Point,"[116.40717200063962, 39.86436498870068]",6
22926,Point,"[116.40640888173607, 39.86203949423762]",6
22927,Point,"[116.4055113015159, 39.86115583427264]",6
22928,Point,"[116.40873325071826, 39.86202871835443]",6
22929,Point,"[116.4088364507564, 39.86209362199769]",6
22930,Point,"[116.40887885654803, 39.862167025938426]",6
22931,Point,"[116.42191310152506, 39.870977270750494]",10
22932,Point,"[116.42164681703288, 39.87097002501519]",10
22933,Point,"[116.42204370240752, 39.87104409724267]",10
22934,Point,"[116.42214292242986, 39.87106323922141]",10
22935,Point,"[116.42327205189969, 39.871117039009974]",10
22936,Point,"[116.42368398053564, 39.871142769549984]",10
22937,Point,"[116.4242880184986, 39.87118036056862]",10
22938,Point,"[116.42487754474188, 39.87117614339602]",10
22939,Point,"[116.42547883617051, 39.87114820051668]",10
22940,Point,"[116.44350628258721, 39.86062745468861]",6
22941,Point,"[116.44333283359003, 39.86064472137774]",6
22942,Point,"[116.44200477197262, 39.86080162313433]",6
22943,Point,"[116.39776506631044, 39.863079857061095]",6
22944,Point,"[116.39945185567123, 39.86309199083711]",6
22945,Point,"[116.39718244025096, 39.862923868173404]",6
22946,Point,"[116.39777640054203, 39.86409021760234]",6
22947,Point,"[116.40044386511994, 39.86635774437516]",6
22948,Point,"[116.40043706862348, 39.866405144486805]",10
22949,Point,"[116.36854413783874, 39.86057748378776]",6
22950,Point,"[116.36910622385815, 39.86061420464726]",6
22951,Point,"[116.36836201626842, 39.860566116106014]",6
22952,Point,"[116.3680120954734, 39.86054419941584]",6
22953,Point,"[116.36856760842565, 39.86160107476311]",6
22954,Point,"[116.37054321894217, 39.8616639183969]",6
22955,Point,"[116.37762466135905, 39.867684125698844]",6
22956,Point,"[116.37745434450721, 39.8702704567696]",6
22957,Point,"[116.37696460170152, 39.86764142146461]",10
22958,Point,"[116.37685063412306, 39.86763268116041]",10
22959,Point,"[116.37610763083939, 39.86758705726701]",10
22960,Point,"[116.37591073495172, 39.867575009609965]",10
22961,Point,"[116.37489268094018, 39.86750571006563]",10
22962,Point,"[116.37459391757454, 39.86748532281847]",10
22963,Point,"[116.44417670134793, 39.902971928227146]",6
22964,Point,"[116.44683634883114, 39.90286122083735]",6
22965,Point,"[116.44720464160348, 39.902877303118196]",6
22966,Point,"[116.44864571734574, 39.902940133799625]",6
22967,Point,"[116.4088593998895, 39.86249474406823]",6
22968,Point,"[116.41119596021272, 39.8625549208295]",6
22969,Point,"[116.40884515575881, 39.862924467742275]",6
22970,Point,"[116.42850872841949, 39.86842188444387]",6
22971,Point,"[116.42891736134894, 39.870982955152044]",10
22972,Point,"[116.38928004421977, 39.860817217257875]",6
22973,Point,"[116.3872792505358, 39.8636411932102]",6
22974,Point,"[116.38703479876678, 39.8636365776643]",6
22975,Point,"[116.4006767955717, 39.859637357993314]",6
22976,Point,"[116.40064742844183, 39.861551854284315]",10
22977,Point,"[116.38994651414865, 39.870747679091714]",13
22978,Point,"[116.38866202336239, 39.87075815029685]",13
22979,Point,"[116.39012427487913, 39.87076251743489]",13
22980,Point,"[116.39024708938874, 39.87080691410613]",13
22981,Point,"[116.39098978002883, 39.87118159203579]",13
22982,Point,"[116.34208981145592, 39.853978888460354]",6
22983,Point,"[116.34440382341478, 39.85384113853044]",6
22984,Point,"[116.34013848878335, 39.854092494169436]",6
22985,Point,"[116.33948538704527, 39.853992445543504]",6
22986,Point,"[116.33895309842555, 39.853404697346846]",6
22987,Point,"[116.33854983947016, 39.85230456438896]",6
22988,Point,"[116.34191120637058, 39.85238605830825]",6
22989,Point,"[116.39124668494051, 39.86085832426689]",6
22990,Point,"[116.38691851908648, 39.860806118708055]",6
22991,Point,"[116.41968955717017, 39.85740412231161]",10
22992,Point,"[116.41981056508192, 39.85970089280072]",6
22993,Point,"[116.41824756631117, 39.86108128361904]",6
22994,Point,"[116.41817242442707, 39.86117802053432]",6
22995,Point,"[116.41818815390093, 39.861484730983534]",6
22996,Point,"[116.418171746608, 39.862134773838534]",6
22997,Point,"[116.35781969912688, 39.86790474615306]",6
22998,Point,"[116.35695622214762, 39.86787327036888]",6
22999,Point,"[116.35439967989774, 39.867851830118894]",6
23000,Point,"[116.38140660508931, 39.86225155830205]",6
23001,Point,"[116.38035069156071, 39.86273082356239]",6
23002,Point,"[116.38070139601852, 39.86149144507675]",6
23003,Point,"[116.38228732428553, 39.863107945170114]",6
23004,Point,"[116.40998402215087, 39.86132804872758]",6
23005,Point,"[116.35379361060389, 39.8576498039782]",6
23006,Point,"[116.35423698545702, 39.858719945832526]",6
23007,Point,"[116.35426445381304, 39.85880119871372]",6
23008,Point,"[116.35431227275929, 39.85894249073115]",6
23009,Point,"[116.35433884099861, 39.85983218711622]",6
23010,Point,"[116.35372495106562, 39.857541476549706]",6
23011,Point,"[116.3536346144677, 39.8571879968487]",6
23012,Point,"[116.35362278244494, 39.85713357283988]",6
23013,Point,"[116.35359030020525, 39.85702930946976]",6
23014,Point,"[116.35358107359265, 39.85697389000428]",6
23015,Point,"[116.35338346465298, 39.856274500324645]",6
23016,Point,"[116.35320726290885, 39.8552746307196]",6
23017,Point,"[116.3559836622132, 39.85800165468918]",6
23018,Point,"[116.35717606114909, 39.85824412078245]",6
23019,Point,"[116.44850730332935, 39.90349879988512]",10
23020,Point,"[116.448780953008, 39.90250207787964]",6
23021,Point,"[116.44908611083015, 39.90295566252131]",6
23022,Point,"[116.45056974948363, 39.903008108015825]",6
23023,Point,"[116.45325681581781, 39.90316128615627]",6
23024,Point,"[116.45343416609498, 39.90312124279046]",6
23025,Point,"[116.45367185809006, 39.90304437970226]",6
23026,Point,"[116.45388481667845, 39.903019464975095]",6
23027,Point,"[116.45410486584024, 39.90307903848877]",6
23028,Point,"[116.45426457227428, 39.903182430523586]",6
23029,Point,"[116.45450546505113, 39.90324906020152]",6
23030,Point,"[116.45651722732762, 39.903315627059314]",6
23031,Point,"[116.45731699400702, 39.903342082899236]",6
23032,Point,"[116.45755534945211, 39.903324587323134]",6
23033,Point,"[116.45783039751274, 39.903264811171105]",6
23034,Point,"[116.45806874005218, 39.90318810862162]",6
23035,Point,"[116.45833999938665, 39.90318473799403]",6
23036,Point,"[116.45860408021464, 39.903220881752375]",6
23037,Point,"[116.45878370258524, 39.90335020671217]",6
23038,Point,"[116.458901082896, 39.903381058612474]",6
23039,Point,"[116.4596050337397, 39.903413353818465]",6
23040,Point,"[116.45993499893099, 39.90331953769218]",6
23041,Point,"[116.46032000926056, 39.90326509985048]",6
23042,Point,"[116.46035659281615, 39.903160715521615]",6
23043,Point,"[116.46027918638762, 39.902965475211396]",6
23044,Point,"[116.46025393370611, 39.9027773216658]",6
23045,Point,"[116.46027126300022, 39.90260477622117]",6
23046,Point,"[116.46047388532921, 39.902559632842085]",6
23047,Point,"[116.46073045245399, 39.902511069805456]",6
23048,Point,"[116.46094315639904, 39.90257840618124]",6
23049,Point,"[116.46109714171051, 39.902769275986046]",6
23050,Point,"[116.46119805378332, 39.902771053615716]",6
23051,Point,"[116.46139937808148, 39.90277460895564]",6
23052,Point,"[116.41214230977388, 39.86865843111622]",6
23053,Point,"[116.4162588482199, 39.86876205013163]",6
23054,Point,"[116.38489269242774, 39.86844655762761]",6
23055,Point,"[116.38483935703982, 39.86943085834165]",6
23056,Point,"[116.384766844914, 39.87077085877421]",6
23057,Point,"[116.38410558528606, 39.868411587645944]",10
23058,Point,"[116.3839858446361, 39.86840416849663]",10
23059,Point,"[116.3832654852567, 39.86835904115027]",10
23060,Point,"[116.38309517879958, 39.86834836656863]",10
23061,Point,"[116.38119580974374, 39.86363420520782]",6
23062,Point,"[116.44784838269182, 39.901084328253894]",6
23063,Point,"[116.44854191744142, 39.901081830898946]",6
