geo_id,type,coordinates,highway
13204,Point,"[116.36272475218541, 39.93914445505756]",6
13205,Point,"[116.36342830210147, 39.93914977701028]",6
13206,Point,"[116.36413934640373, 39.93910539779556]",6
13207,Point,"[116.36415470134523, 39.939310130053286]",10
13208,Point,"[116.36414726162154, 39.9383183789043]",10
13209,Point,"[116.36748664733557, 39.939425737094886]",6
13210,Point,"[116.36483307229689, 39.939282289007295]",6
13211,Point,"[116.36759038813084, 39.93907267760221]",6
13212,Point,"[116.367631564167, 39.93830370825483]",6
13213,Point,"[116.36844992782005, 39.937614489609395]",8
13214,Point,"[116.36501699079417, 39.938297735400646]",6
13215,Point,"[116.3641083152048, 39.935375800223404]",10
13216,Point,"[116.36623588230151, 39.93546769490934]",6
13217,Point,"[116.36627886669733, 39.935513762142094]",6
13218,Point,"[116.36771235252357, 39.93549801628515]",6
13219,Point,"[116.36829318292484, 39.935496874759835]",6
13220,Point,"[116.36822126808268, 39.934804441179885]",8
13221,Point,"[116.36748460684284, 39.93676972819889]",6
13222,Point,"[116.36657245793116, 39.93674545681758]",6
13223,Point,"[116.3675903138736, 39.893500542149724]",6
13224,Point,"[116.36710305683049, 39.893632920138785]",6
13225,Point,"[116.36645080444872, 39.89385904673667]",6
13226,Point,"[116.36593467549274, 39.89397446621718]",6
13227,Point,"[116.36851406346933, 39.893605311065606]",10
13228,Point,"[116.36872106093699, 39.893877626356165]",10
13229,Point,"[116.36881334202803, 39.89403326813775]",10
13230,Point,"[116.36890362730533, 39.89425160968675]",10
13231,Point,"[116.36895774791816, 39.89445889795679]",10
13232,Point,"[116.36897971177132, 39.89466093919225]",10
13233,Point,"[116.3689844402828, 39.89482105343987]",10
13234,Point,"[116.36897905178935, 39.894986053208235]",10
13235,Point,"[116.36897349774227, 39.89542536533663]",10
13236,Point,"[116.36896885064503, 39.895907080683905]",10
13237,Point,"[116.36895811886659, 39.89659349649262]",10
13238,Point,"[116.36895752284268, 39.896633097435114]",10
13239,Point,"[116.42086788618266, 39.88164310323006]",4
13240,Point,"[116.417880484938, 39.88148460568131]",0
13241,Point,"[116.39915891113714, 39.88103010648982]",11
13242,Point,"[116.39913104731026, 39.882196452603715]",4
13243,Point,"[116.399087234145, 39.883030775452966]",4
13244,Point,"[116.28336165966675, 39.912833175580566]",10
13245,Point,"[116.28347447712869, 39.91283428950392]",10
13246,Point,"[116.28335546800457, 39.912147340037045]",8
13247,Point,"[116.28338046949331, 39.911950556810446]",8
13248,Point,"[116.28338834538862, 39.91008148444677]",8
13249,Point,"[116.2793077179838, 39.91285136181957]",0
13250,Point,"[116.27717759588351, 39.91286107924479]",0
13251,Point,"[116.27600734105938, 39.91288486720139]",0
13252,Point,"[116.27453785629811, 39.912899089003474]",0
13253,Point,"[116.31043068361929, 39.908582851500526]",13
13254,Point,"[116.31195862842914, 39.908569269441394]",13
13255,Point,"[116.3121810713699, 39.908528252158675]",13
13256,Point,"[116.31241072096985, 39.90841484504736]",13
13257,Point,"[116.31253235626083, 39.9083281523358]",13
13258,Point,"[116.31264526824062, 39.90819374263216]",13
13259,Point,"[116.31036651762426, 39.9106721325284]",12
13260,Point,"[116.31038077933745, 39.91254353687577]",12
13261,Point,"[116.31217914021579, 39.907508804572814]",4
13262,Point,"[116.31169316266222, 39.90750746557546]",4
13263,Point,"[116.31011352381886, 39.90750546627479]",4
13264,Point,"[116.30891488275431, 39.907503947524376]",4
13265,Point,"[116.30842092874134, 39.90750422335692]",4
13266,Point,"[116.31217561823205, 39.90738959329326]",4
13267,Point,"[116.31343828233977, 39.907388890828464]",4
13268,Point,"[116.31253562426242, 39.907217809773435]",13
13269,Point,"[116.31261586945273, 39.9070787430832]",13
13270,Point,"[116.31268458575774, 39.906894454477865]",13
13271,Point,"[116.31262884240259, 39.90665144699336]",13
13272,Point,"[116.31250688003745, 39.90652862982915]",13
13273,Point,"[116.31237520158716, 39.90643159718543]",13
13274,Point,"[116.31216997721866, 39.90635103825167]",13
13275,Point,"[116.31191666186909, 39.906308798659346]",13
13276,Point,"[116.31041797599698, 39.906318731398834]",13
13277,Point,"[116.31285493090881, 39.906889250629604]",13
13278,Point,"[116.31317472326758, 39.90722122273623]",13
13279,Point,"[116.3071841703263, 39.90752228099674]",4
13280,Point,"[116.30812057450694, 39.907686932402]",13
13281,Point,"[116.30799625783335, 39.90785903388899]",13
13282,Point,"[116.30796952222, 39.907983695040414]",13
13283,Point,"[116.30801253336824, 39.908214876284944]",13
13284,Point,"[116.30743636712045, 39.907672401747426]",13
13285,Point,"[116.3073644243804, 39.90762278129988]",13
13286,Point,"[116.30818187694035, 39.908367263617194]",13
13287,Point,"[116.3083730577122, 39.90847508587223]",13
13288,Point,"[116.30869017962861, 39.908559417842284]",13
13289,Point,"[116.31023610052287, 39.90858982123122]",13
13290,Point,"[116.31024413445297, 39.906330536587355]",12
13291,Point,"[116.30631573751788, 39.9075236643562]",4
13292,Point,"[116.30719808000434, 39.9073887980031]",4
13293,Point,"[116.30835969582039, 39.907383216243346]",4
13294,Point,"[116.30740625196016, 39.90720743198928]",13
13295,Point,"[116.30782398990559, 39.906747600553715]",13
13296,Point,"[116.30783393611267, 39.90696582650707]",13
13297,Point,"[116.3078920647586, 39.907106928755695]",13
13298,Point,"[116.30796862703986, 39.907234260975564]",13
13299,Point,"[116.30810740401785, 39.90732419478758]",13
13300,Point,"[116.30795341995905, 39.90660890854253]",13
13301,Point,"[116.3080938743016, 39.906492036076536]",13
13302,Point,"[116.30826829705326, 39.90639642132485]",13
13303,Point,"[116.30854411858905, 39.906321676917784]",13
13304,Point,"[116.31023469271784, 39.90374060677936]",12
13305,Point,"[116.31023291883243, 39.903176378816276]",12
13306,Point,"[116.30890284411878, 39.90738122204412]",4
13307,Point,"[116.31050367851114, 39.90738572371589]",4
13308,Point,"[116.31170507178479, 39.90738918094184]",4
13309,Point,"[116.31424153335917, 39.90740280240303]",4
13310,Point,"[116.3151428017983, 39.907417797682214]",4
13311,Point,"[116.30217827885333, 39.90771904055328]",8
13312,Point,"[116.30208408954434, 39.90751878752972]",4
13313,Point,"[116.30220217733915, 39.9129901040013]",10
13314,Point,"[116.30203368339336, 39.91299034590073]",10
13315,Point,"[116.30454465663479, 39.9130102591446]",10
13316,Point,"[116.30220540107926, 39.913135415134946]",8
13317,Point,"[116.30220612298213, 39.91410355739361]",8
13318,Point,"[116.29497559613195, 39.90243179417951]",6
13319,Point,"[116.29515686923229, 39.90243254001269]",6
13320,Point,"[116.30030490778256, 39.90246127792153]",6
13321,Point,"[116.29855971241946, 39.90244551498247]",6
13322,Point,"[116.3003914245233, 39.90704430853946]",6
13323,Point,"[116.3003305748221, 39.90104555306276]",6
13324,Point,"[116.30211053027226, 39.90105284294141]",6
13325,Point,"[116.29962539241757, 39.901041308140016]",6
13326,Point,"[116.29947023445749, 39.901040379850684]",6
13327,Point,"[116.29860323335127, 39.90686387248672]",6
13328,Point,"[116.30209262284328, 39.8972288431171]",6
13329,Point,"[116.30211032606758, 39.90102194124723]",6
13330,Point,"[116.30145972505548, 39.897224378358715]",10
13331,Point,"[116.3014101395776, 39.89722400316412]",10
13332,Point,"[116.30215026870894, 39.90722747622698]",6
13333,Point,"[116.30215389773085, 39.907409589717865]",6
13334,Point,"[116.30211155133316, 39.90120765142297]",6
13335,Point,"[116.30249447185581, 39.90723120527451]",10
13336,Point,"[116.30386290316363, 39.90722633405181]",10
13337,Point,"[116.30420421858443, 39.90722697152721]",10
13338,Point,"[116.30500377306473, 39.90722374021352]",10
13339,Point,"[116.45307848220129, 39.99448897913155]",10
13340,Point,"[116.45331796721358, 39.99358228115578]",10
13341,Point,"[116.45603263350914, 39.994744568933704]",10
13342,Point,"[116.45299377737305, 39.99514636899573]",10
13343,Point,"[116.45298333054986, 39.996143431184834]",10
13344,Point,"[116.4520394364273, 39.99437334392742]",10
13345,Point,"[116.45123846936819, 39.994278930159616]",10
13346,Point,"[116.45166432035396, 39.993347601728225]",10
13347,Point,"[116.45150453370314, 39.99590170644788]",10
13348,Point,"[116.45086744686225, 39.99574537402096]",10
13349,Point,"[116.4503709124967, 39.9956235731129]",10
13350,Point,"[116.44817321413271, 39.994993432709656]",10
13351,Point,"[116.45315668234853, 39.99680712738978]",10
13352,Point,"[116.45316706226228, 39.996853209434796]",10
13353,Point,"[116.44961619060561, 39.9972370975959]",3
13354,Point,"[116.45736077589056, 39.9969534414577]",10
13355,Point,"[116.45745707046467, 39.995024059874154]",10
13356,Point,"[116.44980596565156, 39.99737846473876]",3
13357,Point,"[116.44998864799766, 39.997460440687526]",3
13358,Point,"[116.45022689085755, 39.99748901278473]",3
13359,Point,"[116.45044925942523, 39.99744590842414]",3
13360,Point,"[116.45061794479835, 39.99733579710314]",3
13361,Point,"[116.45072716637952, 39.99719229186556]",3
13362,Point,"[116.45076884730574, 39.997038209198124]",3
13363,Point,"[116.45073899789935, 39.996876656846126]",3
13364,Point,"[116.45059601603948, 39.996701610064264]",3
13365,Point,"[116.45017907621872, 39.99649045663742]",3
13366,Point,"[116.45023058747049, 39.99831454131006]",3
13367,Point,"[116.45047558942937, 39.998954125014336]",3
13368,Point,"[116.44924723038017, 39.996325013640536]",4
13369,Point,"[116.44615696406058, 39.99577926208949]",4
13370,Point,"[116.45159344236967, 39.99687528265168]",3
13371,Point,"[116.45129617221342, 39.996959537087925]",3
13372,Point,"[116.45116270031701, 39.997011485518065]",3
13373,Point,"[116.45105506801089, 39.99708268659879]",3
13374,Point,"[116.45089407301276, 39.997233388418124]",3
13375,Point,"[116.45071941969324, 39.997465417629]",3
13376,Point,"[116.4505387930867, 39.99780726120367]",3
13377,Point,"[116.4504514346033, 39.99807553131271]",3
13378,Point,"[116.45042064156846, 39.99834189854107]",3
13379,Point,"[116.45041558771447, 39.99860971914795]",3
13380,Point,"[116.45065703240239, 39.999535219856064]",3
13381,Point,"[116.45073491690044, 40.000084401363296]",3
13382,Point,"[116.44715316514399, 39.99557439587785]",3
13383,Point,"[116.44867074872741, 39.997846190629886]",3
13384,Point,"[116.4482429683736, 39.997436615861524]",3
13385,Point,"[116.44745922943608, 39.99668632570218]",3
13386,Point,"[116.44715716063567, 39.996391423749515]",3
13387,Point,"[116.44684542081063, 39.996193738423905]",3
13388,Point,"[116.44647600841364, 39.996051047119764]",3
13389,Point,"[116.44548859907188, 39.995823853468906]",3
13390,Point,"[116.44454814696356, 39.995633347487725]",3
13391,Point,"[116.44361472645468, 39.995378091519434]",3
13392,Point,"[116.44223281501384, 39.99492025954513]",3
13393,Point,"[116.44677580776082, 39.994897999896764]",3
13394,Point,"[116.44697045014614, 39.995438997168954]",3
13395,Point,"[116.44681358544206, 39.99537065678642]",3
13396,Point,"[116.44646403630024, 39.995282634445644]",3
13397,Point,"[116.44965287480629, 39.99935042242852]",3
13398,Point,"[116.4491795858211, 39.99866943292293]",3
13399,Point,"[116.44907436958617, 39.99820869870434]",2
13400,Point,"[116.4470872543213, 39.99513468819983]",2
13401,Point,"[116.44602755413982, 39.993520179213355]",2
13402,Point,"[116.44150461539238, 39.9596261965547]",6
13403,Point,"[116.44153608614035, 39.95830119833251]",6
13404,Point,"[116.44068070188577, 39.95828702478432]",6
13405,Point,"[116.44254173222745, 39.9582814155478]",6
13406,Point,"[116.44253608924036, 39.95785740717084]",6
13407,Point,"[116.44150550107963, 39.95952729134778]",6
13408,Point,"[116.36339428512129, 39.90398335944339]",6
13409,Point,"[116.36327885186238, 39.90388197158864]",8
13410,Point,"[116.36329725743106, 39.90206682029745]",8
13411,Point,"[116.36329804892522, 39.90198761802643]",8
13412,Point,"[116.42430534595914, 39.917037996422096]",6
13413,Point,"[116.42399733725206, 39.91703240794188]",6
13414,Point,"[116.42337741041678, 39.917046721770866]",6
13415,Point,"[116.42319227418479, 39.917026240944836]",6
13416,Point,"[116.42173331748246, 39.91703003293973]",6
13417,Point,"[116.42118635180677, 39.91702734240309]",6
13418,Point,"[116.42033779147866, 39.91702009563631]",6
13419,Point,"[116.412447727438, 39.88830177339555]",10
13420,Point,"[116.41258278908725, 39.88830555139602]",10
13421,Point,"[116.41231086504521, 39.888296294781334]",10
13422,Point,"[116.41148727075478, 39.88827570648389]",10
13423,Point,"[116.41090299342395, 39.888259167384184]",10
13424,Point,"[116.43191463014492, 39.900610692478686]",10
13425,Point,"[116.43256202176579, 39.90061961320007]",10
13426,Point,"[116.43342297430094, 39.900606279972656]",10
13427,Point,"[116.35983205100248, 39.9184450911169]",10
13428,Point,"[116.35982923263748, 39.91992584823549]",10
13429,Point,"[116.35846329332907, 39.91845409903519]",10
13430,Point,"[116.35728458598513, 39.91847329770346]",10
13431,Point,"[116.360202753157, 39.923683223109805]",10
13432,Point,"[116.36015309173204, 39.92318892056187]",10
13433,Point,"[116.3600355990323, 39.92272650685535]",10
13434,Point,"[116.36187465292478, 39.9237307627063]",4
13435,Point,"[116.36280074998008, 39.92375705510755]",4
13436,Point,"[116.3593206976197, 39.923760259389894]",4
13437,Point,"[116.35909945147438, 39.92375648892935]",4
13438,Point,"[116.35882389422758, 39.92375182622681]",4
13439,Point,"[116.35835183547847, 39.923743130220615]",4
13440,Point,"[116.3572990794189, 39.92372364027067]",4
13441,Point,"[116.35716810927416, 39.923719416122026]",4
13442,Point,"[116.35695416717957, 39.92371234931423]",4
13443,Point,"[116.36682282655899, 39.93054838592739]",6
13444,Point,"[116.3657603861273, 39.930547870641824]",6
13445,Point,"[116.36755135531499, 39.92990075137842]",8
13446,Point,"[116.36732875648599, 39.92911168720738]",8
13447,Point,"[116.36712011099068, 39.92855695220993]",8
13448,Point,"[116.36700516836493, 39.92827786826662]",8
13449,Point,"[116.36617434407168, 39.926586042155684]",8
13450,Point,"[116.36595168351474, 39.92617238549752]",8
13451,Point,"[116.36573201682094, 39.925678228931396]",8
13452,Point,"[116.36552397938652, 39.92525639205399]",8
13453,Point,"[116.37444542129701, 39.90404929901348]",10
13454,Point,"[116.37428358109146, 39.90414249211345]",4
13455,Point,"[116.42614142246265, 39.92432125065211]",8
13456,Point,"[116.42614640325402, 39.924212142256316]",8
13457,Point,"[116.42626668906213, 39.924321152945026]",4
13458,Point,"[116.44314253114241, 39.99502379876272]",4
13459,Point,"[116.44407398178177, 39.99530317706699]",4
13460,Point,"[116.444769760071, 39.995427688107505]",4
13461,Point,"[116.44541821226026, 39.99554195522154]",4
13462,Point,"[116.44354402820252, 39.9950553866143]",3
13463,Point,"[116.44374342397705, 39.995052879345245]",3
13464,Point,"[116.44405338766273, 39.99501909715716]",3
13465,Point,"[116.44428171692202, 39.995003539812785]",3
13466,Point,"[116.44452002377477, 39.994995564906056]",3
13467,Point,"[116.44476232013243, 39.9949935815822]",3
13468,Point,"[116.4454392112626, 39.99509940263247]",3
13469,Point,"[116.44100809890375, 39.994401320655975]",4
13470,Point,"[116.44008447580484, 39.994067909308704]",4
13471,Point,"[116.43959285264694, 39.99391338139922]",4
13472,Point,"[116.43916011626797, 39.99379756529514]",4
13473,Point,"[116.43872747592866, 39.99373124312181]",4
13474,Point,"[116.43834823766812, 39.993705844389325]",4
13475,Point,"[116.43735503909964, 39.99368182958488]",4
13476,Point,"[116.4372763714505, 39.99367902952077]",4
13477,Point,"[116.43735265709861, 39.99379113720733]",8
13478,Point,"[116.43728258588409, 39.9970020618477]",8
13479,Point,"[116.43734934188834, 39.99753869973288]",8
13480,Point,"[116.43748140760006, 39.99823646089145]",8
13481,Point,"[116.43254587961569, 39.98941507177528]",10
13482,Point,"[116.43096754931496, 39.98936189195887]",10
13483,Point,"[116.43498485018961, 39.98947215050737]",13
13484,Point,"[116.43382641487064, 39.98944177555751]",10
13485,Point,"[116.43753918019674, 39.98940351589225]",10
13486,Point,"[116.43735911996919, 39.99358612037051]",10
13487,Point,"[116.43742617302607, 39.989412660819404]",10
13488,Point,"[116.44492271179443, 39.988936773307046]",10
13489,Point,"[116.44503195190688, 39.98947682140954]",10
13490,Point,"[116.44519805574286, 39.98989177267916]",10
13491,Point,"[116.44551577273376, 39.99058718973459]",10
13492,Point,"[116.44590485803732, 39.991488594850615]",10
13493,Point,"[116.44191802759454, 39.98944849502431]",10
13494,Point,"[116.44137065771704, 39.98928478568874]",10
13495,Point,"[116.44099845395651, 39.989211617691666]",10
13496,Point,"[116.4405233383564, 39.98916829034475]",10
13497,Point,"[116.43984428931097, 39.98916843764591]",10
13498,Point,"[116.43923958527301, 39.98919076559984]",10
13499,Point,"[116.43817717357024, 39.98931328574078]",10
13500,Point,"[116.44522107478716, 39.995119454674125]",3
13501,Point,"[116.44513964993222, 39.995148486492745]",3
13502,Point,"[116.44507808674457, 39.99520658750349]",3
13503,Point,"[116.44505823971129, 39.99529502297884]",3
13504,Point,"[116.44510395459191, 39.99538035345026]",3
13505,Point,"[116.44523309287494, 39.99545944973781]",3
13506,Point,"[116.44615046303231, 39.99566146779088]",4
13507,Point,"[116.44921927698236, 39.99618405705388]",4
13508,Point,"[116.44635912820412, 39.99422056317201]",3
13509,Point,"[116.44663486130989, 39.995256549840725]",3
13510,Point,"[116.44674411541345, 39.995198465448844]",3
13511,Point,"[116.44680167530453, 39.995087064697046]",3
13512,Point,"[116.43258795281427, 39.988892205374114]",13
13513,Point,"[116.43328466921467, 39.9890730602791]",13
13514,Point,"[116.43416214506463, 39.98893417622659]",10
13515,Point,"[116.4323933919572, 39.976870721603674]",11
13516,Point,"[116.43271643872227, 39.976922580165756]",11
13517,Point,"[116.43280489770872, 39.976812480860474]",11
13518,Point,"[116.43348280172583, 39.97674443959202]",11
13519,Point,"[116.43371255792532, 39.97671798362231]",11
13520,Point,"[116.4338777092824, 39.97670129828534]",11
13521,Point,"[116.43401250240572, 39.97666564523992]",11
13522,Point,"[116.43412901910898, 39.976606211149495]",11
13523,Point,"[116.43422037008055, 39.97652210409309]",11
13524,Point,"[116.43427897116678, 39.97644413425754]",11
13525,Point,"[116.46270264866934, 39.999206870649154]",6
13526,Point,"[116.46131386960657, 39.999213271455204]",6
13527,Point,"[116.46270749201081, 39.99730047819224]",10
13528,Point,"[116.46022700723842, 39.99958836900944]",6
13529,Point,"[116.46131792352882, 39.999728284612814]",6
13530,Point,"[116.46133027311932, 39.99882451854093]",6
13531,Point,"[116.45901005976212, 39.99921687166597]",6
13532,Point,"[116.46021543594699, 40.00034312660936]",6
13533,Point,"[116.45901330510203, 39.99885814937531]",6
13534,Point,"[116.45900241720616, 39.99950190017983]",6
13535,Point,"[116.45812299848416, 39.999225448376706]",6
13536,Point,"[116.45793142039054, 39.999225449977985]",6
13537,Point,"[116.44492278072396, 39.991827193489385]",2
13538,Point,"[116.29450514066777, 39.967835720030784]",10
13539,Point,"[116.29696604285667, 39.96810671088517]",10
13540,Point,"[116.29446689320577, 39.96791087173559]",6
13541,Point,"[116.29469735362993, 39.96724665502306]",6
13542,Point,"[116.29491624556114, 39.966157107399205]",6
13543,Point,"[116.29511986954691, 39.96549525718936]",6
13544,Point,"[116.29704226399261, 39.96811451843121]",10
13545,Point,"[116.29727690280608, 39.967053907742915]",10
13546,Point,"[116.29764343149269, 39.96581227890122]",10
13547,Point,"[116.29947834269403, 39.96837793395495]",6
13548,Point,"[116.29965927974636, 39.9670642484763]",6
13549,Point,"[116.30157459547816, 39.96837156640593]",10
13550,Point,"[116.2898566165349, 39.9668617523983]",12
13551,Point,"[116.2897859350341, 39.96694917048537]",12
13552,Point,"[116.29090434230127, 39.96712584522519]",10
13553,Point,"[116.29148765474989, 39.96727287884174]",10
13554,Point,"[116.30611147821736, 39.97897410898381]",10
13555,Point,"[116.30833880735344, 39.97904126565688]",10
13556,Point,"[116.30610908340707, 39.979051308196475]",10
13557,Point,"[116.30959638304094, 39.980118113919374]",6
13558,Point,"[116.30959589114003, 39.98019051599259]",6
13559,Point,"[116.31098282349943, 39.9801464691333]",10
13560,Point,"[116.47755113833612, 39.96570403205664]",13
13561,Point,"[116.47845417083202, 39.96529509369442]",13
13562,Point,"[116.47886219453743, 39.964811374012925]",10
13563,Point,"[116.48082705418484, 39.96351227292645]",10
13564,Point,"[116.48089919380973, 39.9634644730791]",10
13565,Point,"[116.48156159523305, 39.96301163253763]",10
13566,Point,"[116.48300353644176, 39.96201669560888]",10
13567,Point,"[116.4528550697894, 39.956269257693215]",2
13568,Point,"[116.49137782183013, 39.99174138966684]",3
13569,Point,"[116.49145134232693, 39.99170197356075]",3
13570,Point,"[116.49151359990474, 39.99162348861477]",3
13571,Point,"[116.49151358844236, 39.99153208480946]",3
13572,Point,"[116.49144004835712, 39.991414794447984]",3
13573,Point,"[116.49133252958273, 39.99125410128571]",3
13574,Point,"[116.49086849035373, 39.99069852973844]",3
13575,Point,"[116.48915675230847, 39.989159027500534]",2
13576,Point,"[116.48804911270328, 39.988152774845055]",2
13577,Point,"[116.48748681583233, 39.987648966004926]",2
13578,Point,"[116.49504107231013, 39.9942441362641]",3
13579,Point,"[116.49602723495158, 39.99499164876672]",3
13580,Point,"[116.49765005809782, 39.99644458937502]",3
13581,Point,"[116.47237297699955, 39.90510344632711]",10
13582,Point,"[116.47152823060081, 39.90508038448148]",10
13583,Point,"[116.47237358419197, 39.905176148024516]",10
13584,Point,"[116.47239807418022, 39.90810751564936]",10
13585,Point,"[116.4779301527999, 39.908028449590674]",4
13586,Point,"[116.47795867996042, 39.90823048201494]",4
13587,Point,"[116.47806887443014, 39.90802767746735]",10
13588,Point,"[116.47864039799501, 39.90802443978212]",10
13589,Point,"[116.47370894680441, 39.90808865696323]",10
13590,Point,"[116.40286111387863, 39.805004974262246]",12
13591,Point,"[116.40274198589245, 39.80737952960481]",12
13592,Point,"[116.40279929177441, 39.80494965396434]",6
13593,Point,"[116.40273987033007, 39.80489643429647]",6
13594,Point,"[116.4026704450438, 39.804834311130236]",6
13595,Point,"[116.41650877067353, 39.80543445153068]",12
13596,Point,"[116.41208187241469, 39.80530672296495]",12
13597,Point,"[116.41094862641975, 39.805237653874066]",12
13598,Point,"[116.41015856670727, 39.80523361496529]",12
13599,Point,"[116.40887821835524, 39.805210954221856]",12
13600,Point,"[116.40848614569069, 39.80519655123887]",12
13601,Point,"[116.40754258164827, 39.80520071952676]",12
13602,Point,"[116.40727358108585, 39.80518740221578]",12
13603,Point,"[116.41651675159487, 39.80531643947625]",6
13604,Point,"[116.4165219394076, 39.80524143176976]",6
13605,Point,"[116.41660494366585, 39.8056124323183]",6
13606,Point,"[116.41688852408765, 39.805846650316234]",6
13607,Point,"[116.41789094461586, 39.806515218753376]",6
13608,Point,"[116.41684616900234, 39.805234817321285]",12
13609,Point,"[116.41696440009574, 39.805190771122355]",12
13610,Point,"[116.41702285902298, 39.8051161438704]",12
13611,Point,"[116.41703524029438, 39.8050215318476]",12
13612,Point,"[116.41710187936017, 39.80325206654696]",12
13613,Point,"[116.41712305357792, 39.803140249751856]",12
13614,Point,"[116.41717401100999, 39.80302542158698]",12
13615,Point,"[116.41750357979909, 39.80265816661968]",12
13616,Point,"[116.47745099678929, 39.8794293864188]",4
13617,Point,"[116.4774137677435, 39.88056674297619]",4
13618,Point,"[116.4832609118418, 39.87938020788412]",10
13619,Point,"[116.47721799571187, 39.87943130796821]",10
13620,Point,"[116.43410668828943, 39.927538273914]",6
13621,Point,"[116.43203149419952, 39.92748872642694]",6
13622,Point,"[116.43414064254121, 39.926797504927904]",10
13623,Point,"[116.43149783218917, 39.924370246560756]",9
13624,Point,"[116.43196457293152, 39.924239761694466]",9
13625,Point,"[116.43230681042175, 39.924368609343546]",4
13626,Point,"[116.43260229158146, 39.92436809631837]",4
13627,Point,"[116.43370169040185, 39.92436579773112]",4
13628,Point,"[116.4286667470161, 39.933611525596035]",6
13629,Point,"[116.42867003992242, 39.932803489870835]",6
13630,Point,"[116.43095144853041, 39.933616074611045]",4
13631,Point,"[116.43120590752557, 39.93361652063506]",4
13632,Point,"[116.43201599775361, 39.933618092925414]",4
13633,Point,"[116.43201907501596, 39.933473483857675]",10
13634,Point,"[116.43205080079466, 39.93245460944892]",10
13635,Point,"[116.43207625987394, 39.93162854929567]",10
13636,Point,"[116.43209505661378, 39.929457241003455]",10
13637,Point,"[116.43315487537377, 39.93361928003847]",4
13638,Point,"[116.42607279510955, 39.9282390654574]",6
13639,Point,"[116.42622073960577, 39.928251250951824]",6
13640,Point,"[116.4260982466968, 39.92807073883434]",8
13641,Point,"[116.4261243512028, 39.92753919674919]",8
13642,Point,"[116.42612492969788, 39.927375489569464]",8
13643,Point,"[116.42614221648641, 39.92663204554004]",8
13644,Point,"[116.42615757821457, 39.92567629416744]",8
13645,Point,"[116.42615113360752, 39.925273082514984]",8
13646,Point,"[116.42593836325132, 39.92923030972652]",6
13647,Point,"[116.42697394807804, 39.92924919107371]",6
13648,Point,"[116.42594133097164, 39.92900179809135]",8
13649,Point,"[116.4259752383231, 39.92855505371506]",8
13650,Point,"[116.42600049685264, 39.9284384294787]",8
13651,Point,"[116.42590091665633, 39.930124575016656]",8
13652,Point,"[116.4258411518209, 39.93147727589506]",8
13653,Point,"[116.425823872066, 39.93227802165747]",8
13654,Point,"[116.42581879559043, 39.93242083133274]",8
13655,Point,"[116.425813619766, 39.932567941255456]",8
13656,Point,"[116.43206638061287, 39.92933146575287]",10
13657,Point,"[116.43205621126941, 39.9286766495039]",10
13658,Point,"[116.4310859841268, 39.92746708953033]",6
13659,Point,"[116.43197911399204, 39.92628823139334]",10
13660,Point,"[116.42899478193131, 39.92760148572276]",6
13661,Point,"[116.42900915441953, 39.928307401707706]",6
13662,Point,"[116.42807308160744, 39.92757399990546]",6
13663,Point,"[116.42974704750405, 39.92761339259514]",6
13664,Point,"[116.42987555989633, 39.927421163665734]",6
13665,Point,"[116.43066733831058, 39.92745010296536]",6
13666,Point,"[116.42898950535933, 39.92930196026937]",6
13667,Point,"[116.42948349577061, 39.92931200817711]",6
13668,Point,"[116.43025042183127, 39.92932538460086]",6
13669,Point,"[116.42947882876078, 39.929524821215]",6
13670,Point,"[116.42946757192657, 39.92975284097491]",6
13671,Point,"[116.43097387144893, 39.929327677574854]",6
13672,Point,"[116.43024178869504, 39.92976191076488]",6
13673,Point,"[116.428040411901, 39.92829555774468]",6
13674,Point,"[116.42872592443456, 39.929292296850875]",6
13675,Point,"[116.42869881737579, 39.92976424035763]",6
13676,Point,"[116.42804742766054, 39.92926699151217]",6
13677,Point,"[116.42786034504354, 39.92926385200558]",6
13678,Point,"[116.42698411194188, 39.92827074269033]",6
13679,Point,"[116.42698821734119, 39.92756511036271]",6
13680,Point,"[116.42812243088805, 39.925278662561595]",6
13681,Point,"[116.42626381337158, 39.92527129453863]",6
13682,Point,"[116.42625521287867, 39.92754639506498]",6
13683,Point,"[116.42867880897143, 39.93029297980556]",6
13684,Point,"[116.42866978272846, 39.93156933990447]",6
13685,Point,"[116.42984588195516, 39.93278421090139]",6
13686,Point,"[116.43041375017636, 39.932776867777264]",6
13687,Point,"[116.43038782077828, 39.93228187275352]",6
13688,Point,"[116.43038758341063, 39.93041919706203]",6
13689,Point,"[116.43026072857458, 39.93026651318711]",6
13690,Point,"[116.4302543143423, 39.93008991213787]",6
13691,Point,"[116.37930330746752, 39.898401109718584]",10
13692,Point,"[116.38175966191758, 39.89856094632479]",10
13693,Point,"[116.37776134164098, 39.898318492493374]",10
13694,Point,"[116.37704490259979, 39.89827342230598]",10
13695,Point,"[116.37651981505363, 39.89813476962285]",10
13696,Point,"[116.37935382129068, 39.897966448107006]",6
13697,Point,"[116.37943661103508, 39.89778433490561]",6
13698,Point,"[116.37949454992544, 39.89746978699612]",6
13699,Point,"[116.37946858235654, 39.89721564566565]",6
13700,Point,"[116.38179896131632, 39.89737743456836]",6
13701,Point,"[116.37459087749075, 39.89798191615274]",4
13702,Point,"[116.37567784149581, 39.898001009439646]",10
